Kingdom	Phylum	Class	Order	Family	Genus
ASV_31157	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_2
ASV_31158	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_31159	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_31160	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31161	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9
ASV_31162	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31163	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31164	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_31165	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_31166	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31167	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31168	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_31169	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31170	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_31171	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31172	Bacteria	NA	NA	NA	NA	NA
ASV_31173	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31174	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA
ASV_31175	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_31176	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
ASV_31177	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group
ASV_31178	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31179	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31180	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31181	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31182	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enterorhabdus
ASV_31183	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31184	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_Ga6A1_group
ASV_31185	Bacteria	NA	NA	NA	NA	NA
ASV_31186	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_31187	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31188	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31189	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31190	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_31191	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31192	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31193	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA
ASV_31194	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31195	Bacteria	Firmicutes	Bacilli	Lactobacillales	Rs-D42	NA
ASV_31196	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_31197	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31198	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31199	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	NA	NA
ASV_31200	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_31201	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_31202	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31203	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_31204	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_31205	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31206	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA
ASV_31207	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31208	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA
ASV_31209	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31210	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31211	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31212	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31213	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31214	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_31215	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
ASV_31216	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31217	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_31218	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group
ASV_31219	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-003
ASV_31220	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31221	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31222	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_31223	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31224	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31225	Bacteria	NA	NA	NA	NA	NA
ASV_31226	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_31227	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
ASV_31228	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_31229	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31230	Bacteria	NA	NA	NA	NA	NA
ASV_31231	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_31232	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	possible_genus_Sk018
ASV_31233	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_31234	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31235	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31236	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31237	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_31238	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
ASV_31239	Bacteria	Firmicutes	Negativicutes	Selenomonadales	NA	NA
ASV_31240	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31241	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ASV_31242	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA
ASV_31243	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31244	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31245	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31246	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31247	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31248	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31249	Bacteria	NA	NA	NA	NA	NA
ASV_31250	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31251	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31252	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_31253	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31254	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-008
ASV_31255	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31256	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31257	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31258	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31259	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31260	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31261	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_31262	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31263	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31264	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1
ASV_31265	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31266	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31267	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31268	Bacteria	NA	NA	NA	NA	NA
ASV_31269	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31270	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31271	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31272	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31273	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31274	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31275	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31276	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31277	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31278	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31279	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1
ASV_31280	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31281	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31282	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31283	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31284	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31285	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_31286	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1
ASV_31287	Bacteria	Firmicutes	Negativicutes	Selenomonadales	NA	NA
ASV_31288	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31289	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31290	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_31291	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31292	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31293	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002
ASV_31294	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_31295	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_31296	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31297	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA
ASV_31298	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31299	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31300	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31301	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31302	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
ASV_31303	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31304	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31305	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31306	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31307	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5
ASV_31308	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_31309	Bacteria	NA	NA	NA	NA	NA
ASV_31310	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_1
ASV_31311	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_1
ASV_31312	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31313	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31314	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31315	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31316	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31317	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus
ASV_31318	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31319	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31320	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31321	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella
ASV_31322	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31323	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31324	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31325	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella
ASV_31326	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_31327	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31328	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_31329	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella
ASV_31330	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31331	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31332	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31333	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31334	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31335	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group
ASV_31336	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31337	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31338	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5
ASV_31339	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	NA
ASV_31340	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31341	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_31342	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31343	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31344	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitaleaceae_UCG-011
ASV_31345	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_31346	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
ASV_31347	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_31348	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_31349	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31350	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Ezakiella
ASV_31351	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31352	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010
ASV_31353	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31354	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31355	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31356	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_31357	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma
ASV_31358	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lactonifactor
ASV_31359	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31360	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31361	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
ASV_31362	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31363	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea
ASV_31364	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella
ASV_31365	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31366	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group
ASV_31367	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31368	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA
ASV_31369	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_4
ASV_31370	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31371	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31372	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania
ASV_31373	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ASV_31374	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31375	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31376	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31377	Bacteria	Saccharibacteria	NA	NA	NA	NA
ASV_31378	Bacteria	Saccharibacteria	NA	NA	NA	NA
ASV_31379	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31380	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella
ASV_31381	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter
ASV_31382	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31383	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
ASV_31384	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31385	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella
ASV_31386	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella
ASV_31387	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31388	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
ASV_31389	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
ASV_31390	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella
ASV_31391	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA
ASV_31392	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31393	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
ASV_31394	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31395	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31396	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_31397	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
ASV_31398	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31399	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ASV_31400	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31401	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31402	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31403	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA
ASV_31404	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31405	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_31406	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31407	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31408	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31409	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldalkalibacillus
ASV_31410	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31411	Bacteria	Bacteroidetes	NA	NA	NA	NA
ASV_31412	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31413	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31414	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_31415	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31416	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31417	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
ASV_31418	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31419	Bacteria	Firmicutes	Bacilli	Bacillales	Family_XI	Gemella
ASV_31420	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania
ASV_31421	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_31422	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31423	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31424	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
ASV_31425	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium
ASV_31426	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5
ASV_31427	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
ASV_31428	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31429	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
ASV_31430	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31431	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31432	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_31433	Bacteria	NA	NA	NA	NA	NA
ASV_31434	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA
ASV_31435	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31436	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31437	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2
ASV_31438	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1
ASV_31439	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31440	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ASV_31441	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_31442	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31443	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31444	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31445	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ASV_31446	Bacteria	Bacteroidetes	NA	NA	NA	NA
